Employee ID,Contract ID,Gender,Full name,Category,Position,Level,Workload,Start Date,End Date
E0232,C0232,Female,Joyce Turner,3341 - Office supervisors,Office Manager,Lead,0.5,2019-07-19,
E0233,C0233,Male,Brian James,2512 - Software developers,Junior Software Developer,Junior,1.0,2019-02-09,
E0234,C0234,Female,Wendy Phillips,2512 - Software developers,Junior Software Developer,Junior,1.0,2024-03-14,
E0235,C0235,Female,Aimee Grimes,2522 - Systems administrators,DevOps Engineer,Mid,0.5,2013-11-01,
E0236,C0236,Male,Patrick Wall,2512 - Software developers,Junior Software Developer,Junior,1.0,2017-11-14,2017-11-13
E0236,C0236U,Male,Patrick Wall,2512 - Software developers,Senior Software Developer,Senior,1.0,2017-11-14,
E0237,C0237,Male,David Pham,2512 - Software developers,Senior Software Developer,Senior,1.0,2016-09-22,
E0238,C0238,Male,Marc Byrd,2512 - Software developers,Junior Software Developer,Junior,0.5,2024-03-20,2024-09-21
E0239,C0239,Male,Mark Berger,2512 - Software developers,Senior Software Developer,Senior,1.0,2023-12-31,
E0240,C0240,Female,Rachel Johnson,2519 - Software and applications developers and analysts not elsewhere classified,QA Automation Engineer,Mid,1.0,2019-03-18,2024-10-11
E0241,C0241,Female,Susan Murphy,2512 - Software developers,Junior Software Developer,Junior,1.0,2020-01-26,
E0242,C0242,Male,Carlos Ryan,2512 - Software developers,Junior Software Developer,Junior,1.0,2019-03-24,
E0243,C0243,Male,Thomas Rivas,2512 - Software developers,Junior Software Developer,Junior,0.75,2017-05-16,
E0244,C0244,Female,Terry Coffey,2512 - Software developers,Senior Software Developer,Senior,1.0,2018-01-08,
E0245,C0245,Female,Gina Wilson,2512 - Software developers,Junior Software Developer,Junior,1.0,2014-04-13,
E0246,C0246,Female,Tracy Dalton,2512 - Software developers,Senior Software Developer,Senior,1.0,2024-06-22,
E0247,C0247,Female,Tracy Ballard MD,2421 - Management and organization analysts,Project Manager (IT),Lead,1.0,2019-09-18,
E0248,C0248,Male,Joshua Gibson,2512 - Software developers,Junior Software Developer,Junior,1.0,2024-06-12,2024-10-17
E0249,C0249,Male,Kevin Carson,2512 - Software developers,Machine Learning Engineer,Mid,1.0,2019-04-28,2024-02-12
E0250,C0250,Male,John Harvey,2512 - Software developers,Front-End Developer,Mid,1.0,2022-07-21,
E0251,C0251,Male,Leonard Holland,2512 - Software developers,Junior Software Developer,Junior,1.0,2023-10-24,
E0252,C0252,Male,Theodore Turner,2512 - Software developers,Junior Software Developer,Junior,0.75,2019-12-13,
E0253,C0253,Male,Andrew Johnson,2512 - Software developers,Junior Software Developer,Junior,1.0,2021-05-20,
E0254,C0254,Female,Cynthia Medina,2512 - Software developers,Junior Software Developer,Junior,0.75,2019-08-12,2024-06-25
E0255,C0255,Male,Travis Horton,2423 - Personnel and careers professionals,Recruiter,Mid,0.5,2022-03-11,
E0256,C0256,Male,Patrick Moore,2421 - Management and organization analysts,Business Analyst,Mid,1.0,2020-01-23,
E0257,C0257,Female,Sandra Gilbert,2512 - Software developers,Junior Software Developer,Junior,0.5,2017-10-05,
E0258,C0258,Male,Jacob Ramos,2512 - Software developers,Junior Software Developer,Junior,1.0,2017-01-07,
E0259,C0259,Female,Ariana Jennings,2512 - Software developers,Junior Software Developer,Junior,1.0,2022-04-07,
E0260,C0260,Male,Matthew Brown,2421 - Management and organization analysts,Data Analyst,Mid,1.0,2017-09-11,
E0261,C0261,Female,Barbara Charles,2512 - Software developers,Junior Software Developer,Junior,1.0,2020-09-26,
E0262,C0262,Male,Daniel Fowler,2166 - Graphic and multimedia designers,UX Designer,Mid,1.0,2013-05-13,
E0263,C0263,Female,Felicia Zhang,2512 - Software developers,Junior Software Developer,Junior,1.0,2022-08-10,
E0264,C0264,Female,Sandra Spencer,2512 - Software developers,Machine Learning Engineer,Mid,1.0,2022-12-23,2024-03-24
E0265,C0265,Female,Crystal Schroeder,2512 - Software developers,Senior Software Developer,Senior,1.0,2023-02-21,
E0266,C0266,Male,Scott Thomas,2512 - Software developers,Senior Software Developer,Senior,1.0,2015-03-19,
E0267,C0267,Female,Rebecca Rodriguez,2423 - Personnel and careers professionals,HR Specialist,Mid,1.0,2013-06-10,
E0268,C0268,Male,Hunter Kramer,2512 - Software developers,Senior Software Developer,Senior,1.0,2023-01-08,2024-05-05
E0269,C0269,Female,Deborah Martinez,2512 - Software developers,Back-End Developer,Mid,1.0,2020-02-29,
E0270,C0270,Male,Patrick Alvarez,2512 - Software developers,Senior Software Developer,Senior,1.0,2019-02-28,2019-02-27
E0270,C0270U,Male,Patrick Alvarez,2421 - Management and organization analysts,Product Manager,Lead,1.0,2019-02-28,
E0271,C0271,Female,Ashley Gordon,2523 - Computer network professionals,Network Engineer,Mid,0.25,2023-06-20,
E0272,C0272,Male,Richard Camacho,2512 - Software developers,Junior Software Developer,Junior,1.0,2021-11-15,2024-04-27
E0273,C0273,Male,Victor Brown,2421 - Management and organization analysts,Project Manager (IT),Lead,1.0,2021-02-24,2024-11-25
E0274,C0274,Female,Melissa Henry,2521 - Database designers and administrators,Database Administrator,Mid,0.25,2020-07-19,
E0275,C0275,Female,Angela Franklin,2421 - Management and organization analysts,Product Manager,Lead,1.0,2014-02-13,2024-02-19
E0276,C0276,Male,Mark Kelley,2611 - Lawyers,Legal Counsel,Mid,1.0,2018-07-14,
E0277,C0277,Female,Linda Phillips,2512 - Software developers,Junior Software Developer,Junior,1.0,2021-08-08,
E0278,C0278,Female,Annette Miles,2519 - Software and applications developers and analysts not elsewhere classified,QA Automation Engineer,Mid,0.5,2024-02-21,
E0279,C0279,Male,Randy Le,2523 - Computer network professionals,Network Engineer,Mid,1.0,2016-08-29,
E0280,C0280,Male,Stephen Gutierrez,2512 - Software developers,Junior Software Developer,Junior,1.0,2020-09-18,
E0281,C0281,Female,Monica Edwards,2512 - Software developers,Junior Software Developer,Junior,1.0,2018-04-26,
E0282,C0282,Female,Jacqueline Hernandez,2642 - Journalists,Technical Writer,Mid,1.0,2021-01-25,
E0283,C0283,Male,Ronald Davis,2512 - Software developers,Software Developer,Mid,1.0,2014-08-24,2024-10-16
E0284,C0284,Male,Robert Hawkins,2512 - Software developers,Senior Software Developer,Senior,1.0,2022-12-24,
E0285,C0285,Female,Kristina Santiago,2512 - Software developers,Junior Software Developer,Junior,1.0,2019-12-28,
E0286,C0286,Female,Mary Christensen,2512 - Software developers,Senior Software Developer,Senior,1.0,2013-11-16,
E0287,C0287,Female,Miss Heather Lane,2512 - Software developers,Junior Software Developer,Junior,1.0,2016-08-14,
E0288,C0288,Male,John Boone,2512 - Software developers,Machine Learning Engineer,Mid,0.75,2018-12-16,
E0289,C0289,Female,Holly Farmer,2512 - Software developers,Junior Software Developer,Junior,0.25,2022-10-08,
E0290,C0290,Female,Jessica Hoffman,2512 - Software developers,Junior Software Developer,Junior,0.5,2023-07-31,2023-07-30
E0290,C0290U,Female,Jessica Hoffman,2522 - Systems administrators,DevOps Engineer,Mid,0.5,2023-07-31,
E0291,C0291,Female,Maria Johnson,2512 - Software developers,Senior Software Developer,Senior,1.0,2024-03-11,
E0292,C0292,Female,Debra White,2421 - Management and organization analysts,Project Manager (IT),Lead,1.0,2024-12-15,
E0293,C0293,Male,Thomas Bell,2512 - Software developers,Senior Software Developer,Senior,1.0,2016-02-02,
E0294,C0294,Female,Kylie Morales,2421 - Management and organization analysts,Scrum Master,Mid,1.0,2015-06-01,
E0295,C0295,Female,Valerie Davis,2512 - Software developers,Junior Software Developer,Junior,1.0,2022-01-10,
E0296,C0296,Male,Jason Peterson,2512 - Software developers,Junior Software Developer,Junior,1.0,2019-04-19,
E0297,C0297,Female,Erika Pugh,2529 - Database and network professionals not elsewhere classified,Data Engineer,Mid,1.0,2023-02-22,
E0298,C0298,Male,Anthony Moore,3341 - Office supervisors,Office Manager,Lead,1.0,2023-07-07,
E0299,C0299,Male,Brad Ramos,2512 - Software developers,Junior Software Developer,Junior,0.5,2020-03-19,
E0300,C0300,Female,Jessica Nelson,2512 - Software developers,Junior Software Developer,Junior,1.0,2021-09-19,
E0301,C0301,Male,Jeffrey Campbell,2512 - Software developers,Junior Software Developer,Junior,1.0,2024-07-17,
E0302,C0302,Female,Kelsey Parker,2423 - Personnel and careers professionals,Recruiter,Mid,1.0,2016-10-02,2024-06-02
E0303,C0303,Female,Amy Harris DVM,2512 - Software developers,Junior Software Developer,Junior,1.0,2015-05-03,
E0304,C0304,Female,Donna Wilson,2512 - Software developers,Junior Software Developer,Junior,1.0,2021-06-18,2024-10-17
E0305,C0305,Female,Betty Patel,2512 - Software developers,Back-End Developer,Mid,1.0,2016-11-30,
E0306,C0306,Female,Sandra Drake,2512 - Software developers,Junior Software Developer,Junior,1.0,2014-03-24,
E0307,C0307,Female,Natalie Graham,2512 - Software developers,Senior Software Developer,Senior,1.0,2020-10-27,
E0308,C0308,Male,Scott Johnston,2512 - Software developers,Junior Software Developer,Junior,1.0,2022-10-03,
E0309,C0309,Male,Mark Roberts,2512 - Software developers,Senior Software Developer,Senior,0.75,2019-11-22,2024-01-09
E0310,C0310,Female,Mrs. Theresa Stevens,2512 - Software developers,Junior Software Developer,Junior,0.75,2024-09-25,
E0311,C0311,Male,Brandon Richard,2512 - Software developers,Senior Software Developer,Senior,0.25,2017-02-20,
E0312,C0312,Female,Jennifer Miller,2512 - Software developers,Junior Software Developer,Junior,0.75,2018-04-12,
E0313,C0313,Male,Daniel Maxwell,2512 - Software developers,Junior Software Developer,Junior,1.0,2014-04-20,
E0314,C0314,Female,Ashley Hicks,2512 - Software developers,Junior Software Developer,Junior,0.5,2018-12-11,
E0315,C0315,Female,Tina Brewer,3512 - Information and communications technology user support technicians,Help Desk Technician,Mid,1.0,2015-07-07,
E0316,C0316,Male,Charles Gonzalez,2512 - Software developers,Junior Software Developer,Junior,1.0,2023-04-02,
E0317,C0317,Female,Olivia Jones,2512 - Software developers,Senior Software Developer,Senior,1.0,2023-09-07,2024-11-24
E0318,C0318,Female,Nicole Wolf,2512 - Software developers,Senior Software Developer,Senior,1.0,2020-08-21,2020-08-20
E0318,C0318U,Female,Nicole Wolf,"2120 - Mathematicians, actuaries and statisticians",Data Scientist,Mid,1.0,2020-08-21,
E0319,C0319,Female,Sonia Day,1120 - Managing directors and chief executives,CTO,Mid,1.0,2023-08-17,
E0320,C0320,Female,Tricia Stewart,2512 - Software developers,Junior Software Developer,Junior,1.0,2020-06-25,
E0321,C0321,Female,Jessica Turner,2512 - Software developers,Junior Software Developer,Junior,1.0,2017-09-03,
E0322,C0322,Female,Heather Jones,2512 - Software developers,Senior Software Developer,Senior,1.0,2020-11-09,
E0323,C0323,Male,Anthony Decker,1211 - Finance managers,Finance Manager,Lead,0.25,2014-04-22,
E0324,C0324,Male,William Davis,2512 - Software developers,Junior Software Developer,Junior,0.75,2023-02-09,
E0325,C0325,Male,Joel Spencer,2512 - Software developers,Junior Software Developer,Junior,1.0,2013-09-12,2024-03-02
E0326,C0326,Female,Rhonda Pearson,2512 - Software developers,Junior Software Developer,Junior,1.0,2018-06-21,2024-08-22
E0327,C0327,Male,Chris Brown,2421 - Management and organization analysts,Product Manager,Lead,1.0,2014-10-06,
E0328,C0328,Male,Ryan Haas,2512 - Software developers,Senior Software Developer,Senior,0.5,2014-06-09,
E0329,C0329,Male,Christopher Wright,2522 - Systems administrators,DevOps Engineer,Mid,1.0,2020-06-13,2024-06-19
E0330,C0330,Female,Lisa Cox,2512 - Software developers,Junior Software Developer,Junior,0.75,2017-10-24,
E0331,C0331,Female,Patricia Shelton,2512 - Software developers,Full-Stack Developer,Mid,1.0,2013-11-22,
E0332,C0332,Male,Matthew Jones,1120 - Managing directors and chief executives,CTO,Mid,1.0,2014-08-11,2024-08-04
E0333,C0333,Female,Diane Cummings,2512 - Software developers,Junior Software Developer,Junior,1.0,2024-03-03,
E0334,C0334,Female,Miss Brittany Miller,2512 - Software developers,Junior Software Developer,Junior,1.0,2024-04-16,
E0335,C0335,Female,Hannah Ponce,2512 - Software developers,Junior Software Developer,Junior,1.0,2024-11-19,2024-11-18
E0335,C0335U,Female,Hannah Ponce,2512 - Software developers,Junior Software Developer,Junior,1.0,2024-11-19,
E0336,C0336,Male,Carl Fletcher,2512 - Software developers,Junior Software Developer,Junior,1.0,2014-06-11,
E0337,C0337,Female,Jamie Conner,2512 - Software developers,Junior Software Developer,Junior,1.0,2015-03-06,
E0338,C0338,Male,Ronald Rodgers,"2120 - Mathematicians, actuaries and statisticians",Data Scientist,Mid,1.0,2024-08-30,
E0339,C0339,Female,Anna Santiago,3512 - Information and communications technology user support technicians,IT Support Specialist,Mid,1.0,2021-08-26,
E0340,C0340,Male,Jack White,2512 - Software developers,Junior Software Developer,Junior,1.0,2016-08-23,2024-05-12
E0341,C0341,Female,Katelyn Perez,2529 - Database and network professionals not elsewhere classified,Information Security Analyst,Mid,1.0,2015-05-05,
E0342,C0342,Female,Elizabeth French,2512 - Software developers,Senior Software Developer,Senior,1.0,2021-08-21,
E0343,C0343,Male,Russell Stephenson,2512 - Software developers,Machine Learning Engineer,Mid,0.75,2013-08-23,
E0344,C0344,Female,Sherri Williamson,2512 - Software developers,Junior Software Developer,Junior,0.75,2023-03-01,2024-05-26
E0345,C0345,Female,Catherine Schwartz,2421 - Management and organization analysts,Project Manager (IT),Lead,1.0,2023-08-19,
E0346,C0346,Female,Carol Kim,2512 - Software developers,Senior Software Developer,Senior,0.5,2019-12-28,
E0347,C0347,Female,Michelle Montes,2522 - Systems administrators,DevOps Engineer,Mid,1.0,2023-05-23,
E0348,C0348,Female,Nicole Cole,2512 - Software developers,Senior Software Developer,Senior,1.0,2022-02-01,
E0349,C0349,Male,Vincent Mueller,2512 - Software developers,Senior Software Developer,Senior,0.5,2016-04-20,
E0350,C0350,Male,Travis Joyce,2512 - Software developers,Senior Software Developer,Senior,1.0,2020-11-08,
E0351,C0351,Female,Paula Shaw,2512 - Software developers,Senior Software Developer,Senior,1.0,2020-02-15,2020-02-14
E0351,C0351U,Female,Paula Shaw,1120 - Managing directors and chief executives,CTO,Mid,1.0,2020-02-15,
E0352,C0352,Female,Dr. Rebecca Taylor,2642 - Journalists,Technical Writer,Mid,1.0,2017-04-03,
E0353,C0353,Male,John Watson,1211 - Finance managers,Finance Manager,Lead,1.0,2014-09-30,
E0354,C0354,Female,Kelli Martinez,2512 - Software developers,Junior Software Developer,Junior,1.0,2014-06-06,
E0355,C0355,Male,Don Whitehead,2642 - Journalists,Technical Writer,Mid,1.0,2015-07-05,
E0356,C0356,Female,Anna Lozano,2512 - Software developers,Junior Software Developer,Junior,1.0,2020-09-04,2024-12-09
E0357,C0357,Male,Alexander Brown,2512 - Software developers,Software Developer,Mid,1.0,2021-07-17,2021-07-16
E0357,C0357U,Male,Alexander Brown,2512 - Software developers,Junior Software Developer,Junior,1.0,2021-07-17,
E0358,C0358,Female,Jasmin Miller,2512 - Software developers,Junior Software Developer,Junior,1.0,2016-10-27,
E0359,C0359,Male,Timothy Combs,2512 - Software developers,Junior Software Developer,Junior,1.0,2024-01-22,2024-05-10
E0360,C0360,Female,Brenda Mitchell,2423 - Personnel and careers professionals,Recruiter,Mid,1.0,2021-01-14,
E0361,C0361,Female,Brenda Thornton,2512 - Software developers,Junior Software Developer,Junior,1.0,2020-08-19,
E0362,C0362,Male,Taylor Smith,2512 - Software developers,Junior Software Developer,Junior,1.0,2016-09-02,
E0363,C0363,Male,Joshua Acosta,2642 - Journalists,Technical Writer,Mid,1.0,2021-12-24,
E0364,C0364,Male,Ricardo Young,2512 - Software developers,Senior Software Developer,Senior,0.25,2015-01-28,
E0365,C0365,Female,Jennifer Bauer,3341 - Office supervisors,Office Manager,Lead,1.0,2020-10-11,2024-04-26
E0366,C0366,Female,Susan Carlson,2512 - Software developers,Senior Software Developer,Senior,0.5,2013-04-13,2024-10-02
E0367,C0367,Female,Dana Thomas,2512 - Software developers,Junior Software Developer,Junior,1.0,2020-04-21,
E0368,C0368,Male,Harry Duncan,2512 - Software developers,Junior Software Developer,Junior,1.0,2016-03-09,
E0369,C0369,Male,Bradley Villegas,2512 - Software developers,Junior Software Developer,Junior,1.0,2014-02-25,
E0370,C0370,Female,Kimberly Hartman,"1321 - Manufacturing, mining, construction, and distribution managers",Director of Engineering,Mid,1.0,2021-08-21,
E0371,C0371,Female,Jeanette Harrison,2512 - Software developers,Junior Software Developer,Junior,1.0,2023-10-25,
E0372,C0372,Male,James Burgess,2512 - Software developers,Junior Software Developer,Junior,1.0,2019-01-28,
E0373,C0373,Male,Gregory Quinn,"2120 - Mathematicians, actuaries and statisticians",Data Scientist,Mid,1.0,2023-09-09,
E0374,C0374,Male,Kevin Sherman,2512 - Software developers,Junior Software Developer,Junior,1.0,2015-04-09,
E0375,C0375,Female,Kimberly Li,2512 - Software developers,Front-End Developer,Mid,1.0,2015-12-24,2024-11-18
E0376,C0376,Male,John Dominguez,2512 - Software developers,Junior Software Developer,Junior,1.0,2023-10-01,2024-03-11
E0377,C0377,Male,Arthur Parsons,2512 - Software developers,Senior Software Developer,Senior,1.0,2020-10-14,
E0378,C0378,Female,Christina Moody,2512 - Software developers,Junior Software Developer,Junior,1.0,2013-09-18,
E0379,C0379,Female,Emily Sanders,2522 - Systems administrators,System Administrator,Mid,1.0,2022-03-29,2024-10-03
E0380,C0380,Female,Amanda Lucas,2512 - Software developers,Junior Software Developer,Junior,0.5,2017-11-13,
E0381,C0381,Female,Priscilla Glenn,1330 - Information and communications technology service managers,Director of IT,Mid,0.75,2018-08-25,
E0382,C0382,Male,Robert Kim,2512 - Software developers,Junior Software Developer,Junior,1.0,2019-10-22,
E0383,C0383,Female,Stephanie Hughes,2512 - Software developers,Junior Software Developer,Junior,1.0,2016-03-06,
E0384,C0384,Male,Jonathan Glass,2512 - Software developers,Junior Software Developer,Junior,1.0,2021-11-01,2024-04-13
E0385,C0385,Female,Monica Miller,3512 - Information and communications technology user support technicians,IT Support Specialist,Mid,0.75,2023-04-02,2024-11-15
E0386,C0386,Male,Edward Garcia,2519 - Software and applications developers and analysts not elsewhere classified,QA Tester,Mid,1.0,2018-07-31,
E0387,C0387,Female,Elizabeth Morrison,2421 - Management and organization analysts,Project Manager (IT),Lead,1.0,2020-04-01,
E0388,C0388,Female,Jill West,2512 - Software developers,Back-End Developer,Mid,1.0,2018-12-31,
E0389,C0389,Male,Jeffrey Fowler,2512 - Software developers,Senior Software Developer,Senior,1.0,2013-12-23,
E0390,C0390,Male,Mark Cox,3512 - Information and communications technology user support technicians,Help Desk Technician,Mid,1.0,2013-07-13,2024-03-03
E0391,C0391,Male,Lawrence Harrington,3512 - Information and communications technology user support technicians,IT Support Specialist,Mid,1.0,2013-08-05,
E0392,C0392,Male,David Brewer,2512 - Software developers,Senior Software Developer,Senior,1.0,2019-03-01,
E0393,C0393,Female,Latoya Jacobs,2421 - Management and organization analysts,Product Manager,Lead,1.0,2024-07-21,
E0394,C0394,Female,Jacqueline Wallace,2512 - Software developers,Front-End Developer,Mid,1.0,2014-04-23,2024-08-10
E0395,C0395,Male,Jacob Edwards,2512 - Software developers,Senior Software Developer,Senior,0.75,2017-09-28,
E0396,C0396,Male,Brian Fitzgerald,1120 - Managing directors and chief executives,CIO,Mid,1.0,2021-06-28,2024-09-21
E0397,C0397,Male,Thomas Wilson,2512 - Software developers,Junior Software Developer,Junior,1.0,2017-06-06,
E0398,C0398,Female,Cindy Carr,2512 - Software developers,Front-End Developer,Mid,1.0,2024-10-22,
E0399,C0399,Male,John Martinez,1120 - Managing directors and chief executives,CTO,Mid,1.0,2014-04-06,
E0400,C0400,Female,Stephanie Wallace,2512 - Software developers,Senior Software Developer,Senior,0.75,2014-06-30,
